phrase,count,sample_file,sample_key,sample_translation,sample_source
core skill,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,MonsterInfo_360000010_Desc,"<size=40><color=Title>Basic Attack</color></size>
Gây <color=Light>Spectro DMG</color> bằng {0} Attack của Resonator hiện tại.
<size=10> </size>
<size=40><color=Title>Core Skill</color></size>
Biến thành Khối Jinhsi và phóng Chùm Tia Light quét qua khu vực phía trước trong {2} giây, gây <color=Light>Spectro DMG</color> mỗi giây bằng {1} Attack của Resonator hiện tại. Cooldown chiêu: {6} giây.
- Khối Jinhsi có thể điều khiển hướng của Chùm Tia Light.
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Cấp Độ Skill Projectiles {4}: Số lượng Chùm Tia Light tăng thêm {5}.
Cấp Độ Thời Gian Kỹ Năng {3}: Thời gian kỹ năng tăng thê","<size=40><color=Title>Basic Attack</color></size>
Deal <color=Light>Spectro DMG</color> equal to {0} of the active Resonator's ATK.
<size=10> </size>
<size=40><color=Title>Core Skill</color></size>
Transform into Jinhsi Cube and cast Light Beam to bombard the front area for {2}s, dealing <color=Light>Spectro DMG</color> equal to {1} of the active R"
speak,12,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0002.json,Quest_159900005_ChildQuestTip_159_9,"Speak chuyện với ""hiệp sĩ"" mà ai cũng đang bàn tán","Speak with the ""knight"" everyone has been talking about"
enter the sonoro,12,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0025.json,Quest_311000001_ChildQuestTip_311_61,Enter the Sonoro Sphere tại Waystone,Enter the Sonoro Sphere at the Waystone
enter checkpoint,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_316700000_EnterInRangeText_316_1,Enter Checkpoint: Impermanence Heron,Enter Checkpoint: Impermanence Heron
take iuno's hand,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0026.json,LevelPlay_170000000_ChallengeConditionSubText_185_3,Take Iuno's hand again,Take Iuno's hand again
purification complete,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0028.json,LevelPlay_115750014_ReachChallengeMainText_115_2,Purification complete,Purification complete
energy value,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10089_Name,Attribute 1 Energy Value,Attribute 1 Energy Value
damage resistance,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10101_Name,Ignore Attribute 1 Damage Resistance,Ignore Attribute 1 Damage Resistance
khi normal attack,11,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,14,"DMG của tất cả thuộc tính được tăng {0}%. Khi Normal Attack trúng mục tiêu, ATK và DEF được tăng {1}% trong {2} giây. Hiệu ứng này có thể cộng dồn tối đa {3} lần và kích hoạt mỗi {4} giây.","DMG of all attributes are raised by {0}%. When normal attacks land, ATK and DEF are raised by {1}%, which lasts for {2} seconds. This can be stacked for max. {3} times and triggered once every {4} seconds."
the wild,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0023.json,GuideFocusNew_22369_Content,"{Cus:Ipt,Touch=tap PC=click Gamepad=press} vào đây để mở trang Knights of the Wild","{Cus:Ipt,Touch=Tap PC=Click Gamepad=Press} here to open the Knights of the Wild page"
gpa level,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0023.json,GuideFocusNew_22381_Content,Thực hiện hành động trong Kỳ Thi có thể tăng GPA Level Tạm Thời và cung cấp buff chiến đấu,Actions during an Exam can raise Interim GPA Level and provide combat buffs
do tao,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0057.json,Main_Linaxita_2_4_141_18,"Này, tao đâu phải loại tầm thường đâu! À khoan... hóa ra cậu là lý do tao hết thấy khó chịu...","Hey, I'm more than a trifle! Uh, wait- didn't realize you're the reason I stopped feeling icky..."
the savages,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0196.json,Character_LingYang_10_16,"Về ""The Savages""...","About ""The Savages""..."
do spacetrek collective,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0237.json,ItemInfo_68_AttributesDescription,Vật phẩm do Spacetrek Collective cấp cho các nhà nghiên cứu tại vùng băng giá. Dùng làm dấu hiệu Tiến Độ Truy Tìm.,An item issued by the Spacetrek Collective to researchers stationed in the frostlands. Used as a token for Tracing Progress.
normal attacks,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term130603_Desc,"Augusta có thể giữ tối đa {0} điểm Uy Thế.
- Nhận Uy Thế khi <color=Highlight>Normal Attacks</color> gây sát thương.
- Thi triển <color=Highlight>Intro Skill - Stride of Goldenflare</color> hồi {1} Uy Thế.
- Thi triển <color=Highlight>Resonance Skill - Warrior's Blade</color> hồi {2} Uy Thế.
- Thi triển <color=Highlight>Resonance Liberation - Kiếm of Eternal Oath</color> hồi {3} Uy Thế.","Augusta can hold up to {0} points of Ascendancy.
- Ascendancy is obtained when <color=Highlight>Normal Attacks</color> deal damage.
- Casting <color=Highlight>Intro Skill - Stride of Goldenflare</color> restores {1} Ascendancy.
- Casting <color=Highlight>Resonance Skill - Warrior's Blade</color> restores {2} Ascendancy.
- Casting <color=Highlight>R"
the nameless,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_32055_Content,"The Nameless Thám Hiểm bay lên không trung, chuẩn bị thi triển Phán Quyết Của Những Vì Sao.
Hãy dùng các ngôi sao trên chiến trường để di chuyển lên bệ cao hơn, rồi dùng Grapple kéo bóng dáng trạm vũ trụ đổ nát xuống để chặn kỹ năng.","The Nameless Explorer ascends into the sky, preparing to cast Reckoning of Stars.
Use the stars on the battlefield to move to the upper platform, then use the Grapple to pull down the shadow of the fallen space station and interrupt the skill."
max hp is,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelDebuff_10000126_BuffDesc,Kẻ địch <color=#b72924ff>Max HP is increased by 15%</color>.,Enemy <color=#b72924ff>Max HP is increased by 15%</color>.
effect rom,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0022.json,Pinball_Weapon_entry_charctersub02,"<color=#723a2e><size=36>Effect ROM</size></color>
Khi Cuộn Tranh của Zhezhi đang hoạt động, Crit. DMG của toàn đội tăng thêm <color=#f97507>{0}</color> và Cuộn Tranh giải phóng thêm <color=#f97507><SapTag=1>{1}</SapTag></color> Ảnh Phantasm {Cus:Sap,S=khác P=khác SapTag=1}.","<color=#723a2e><size=36>ROM Effect</size></color>
While Zhezhi's Painting Roll is active, the whole team's Crit DMG is increased by <color=#f97507>{0}</color> and the Roll releases <color=#f97507><SapTag=1>{1}</SapTag></color> extra Phantasmic {Cus:Sap,S=Imprint P=Imprints SapTag=1}."
sau resonance skill,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0024.json,RogueBuffPool_1502700040_BuffDesc_0,<color=#c49e55>[Resonance Skill]</color> Basic Attack Chuỗi sau Resonance Skill tạo thêm Bánh Kiếm.,<color=#c49e55>[Resonance Skill]</color> The Chain Basic Attack following the Resonance Skill generates additional Sword Wheels.
enter hang,11,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0015.json,Quest_121000031_ChildQuestTip_0_88,Enter hang động,Enter the cave
energy hub,11,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0025.json,Quest_172000003_ChildQuestTip_172_1,Đến tầng dưới của Energy Hub,Reach the lower level of the Energy Hub
get,11,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0026.json,Quest_915000004_ChildQuestTip_915_36,Get thông tin từ Nhân viên Lễ tân Ký túc xá,Get information from the Dormitory Receptionist
photo,11,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,979,Photo: Shuyun and the Refinery,Photo: Shuyun and the Refinery
switch echoes,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_208750003_InteractContent_208_1,Switch Echoes,Switch Echoes
clear the stage,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_693850006_QuestScheduleSubTitle_693_5,Clear the stage với 3.400 điểm,"Clear the stage with 3,400 points"
the lifer,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1484_Name,The Lifer,The Lifer
about jiyan,11,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0078.json,FavorWord_110413_Title,About Jiyan,About Jiyan
previous,11,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text\lang_multi_text__lore__part_0001.json,InfoDisplay_11020122_Text,"Gửi những người đến sau ở Haymarket, nơi tôi từng là thị trưởng.
Đến khi các người đọc lá thư này, Thành phố Biển và tôi sẽ gần như biến mất. Hãy để tôi kể cho các người nghe về vinh quang cuối cùng của nó.
Đó là một ngày hoàn hảo để ngắm sao, và ngày hôm ấy, chúng tôi đã mở mái của tòa thị chính đặc biệt để cùng công dân Haiku City—những người trúng xổ số—chiêm ngưỡng biển sao.
Gần đến giờ hẹn, số người đến đông hơn dự kiến. Không phải vì ngắm sao, mà vì lũ lụt và mưa lớn đã bất ngờ ập đến, tấn công Thành phố Biển dữ dội.
Có những kẻ xa lạ coi nhau như kẻ thù, thậm chí cả bạn bè, người thân cũ cũng quay lưng chỉ để tranh giành nhu yếu phẩm v","Hello to the later of Haymarket, where I was once the city's mayor.
By the time you read this letter, Sea City and I will be about gone. Allow me, in this letter, to tell you of its last glory.
It was a perfect day for stargazing, and on that day we opened the roof of the municipal building especially to view the sea of stars with the citizens of H"
offline,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0003.json,PrefabTextItem_2809417907_Text,Offline,Offline
tape of last,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0011.json,MapNote_LaHaiLuoCollect_Desc,Lahai-Roi: Nâng Cấp Cấp Độ Giao Hàng Cuộn Tape of Last Words,Lahai-Roi: Tape of Last Words Delivery Level Up
concerto energy khi,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8163_MonsterTips,"Hợp kim Aftersound:
Increase DMG của Resonators không hoạt động khi <color=highlight>Attack Phối Hợp</color> trúng mục tiêu. Hiệu ứng này có thể cộng dồn.
Tất cả thành viên trong đội nhận thêm Resonance Energy và Concerto Energy khi <color=highlight>Attack Phối Hợp</color> trúng mục tiêu.
Increase Crit. Rate và Crit. DMG cho tất cả thành viên trong đội trong 8 giây khi <color=highlight>Intro Skill</color> trúng mục tiêu.","Aftersound Alloy:
Increase inactive Resonators' DMG when <color=highlight>Coordinated Attack</color> hits the target. This effect can be stacked.
All party members gain extra Resonance Energy and Concerto Energy when <color=highlight>Coordinated Attack</color> hits the target.
Increase all party members' Crit. Rate and Crit. DMG for 8s when <color="
and finality,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_9706_DungeonTask_2,Chụp ảnh Phrolova thực hiện Basic Attack - Movement of Fate and Finality,Photo of Phrolova performing Basic Attack - Movement of Fate and Finality
the montellis,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8701_MapName,The Montellis,The Montellis
khi resonance liberation,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1107_Content,"Nhận ""Points Phán Xét"" khi Resonance Liberation trúng mục tiêu.","Gain ""Judgment Points"" when Resonance Liberation hits a target."
here,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0008.json,PhotoMemory_11101_Tips,"<color=#c49e55>Here, the sword points at the space.</color>
Hoàn thành Nhiệm Vụ Phụ ""Dấu Chân Trên Vùng Đất Băng Giá"" để nhận.","<color=#c49e55>Here, the sword points at the space.</color>
Progress Side Quest ""Footprints on Frostlands"" to obtain."
blade liberation,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0206.json,ComboTeaching_11081401_DescriptionTitle,Hiyuki: <color=#d4bf5f>Foreclaiming: Blade Liberation</color>,Hiyuki: <color=#d4bf5f>Foreclaiming: Blade Liberation</color> Tutorial
redundant energy khi,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term850063_Desc,"Zani có thể chứa tối đa 100 Redundant Energy.
Nhận Redundant Energy khi Tấn Công Thường trúng mục tiêu.
Nhận Redundant Energy khi Intro Skill <color=Highlight>Immediate Execution</color> trúng mục tiêu.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Tiêu Chuẩn Defense Protocol</color>.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Pinpoint Strike</color>.
Không thể nhận Redundant Energy khi đang ở <color=Highlight>Inferno Mode</color>.","Zani can hold up to 100 Redundant Energy.
Obtain Redundant Energy when Normal Attacks hit a target.
Obtain Redundant Energy when Intro Skill <color=Highlight>Immediate Execution</color> hits a target.
Obtain Redundant Energy when casting Resonance Skill <color=Highlight>Standard Defense Protocol</color>.
Obtain Redundant Energy when casting Resonan"
who fight unrestrictedly,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_12,"Kẻ địch có <color=HighlightB>higher RES</color> với <color=Wind>Aero DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Galecrest Gladiators follow the will of freedom. Bound by neither rule nor glory, they become the blade that severs all chains.</color>","The enemies have a <color=HighlightB>higher RES</color> to <color=Wind>Aero DMG</color>.

<color=#767676>Gladiators of Septimont who fight unrestrictedly, side by side with Echoes, ever in pursuit of the strong.
Galecrest Gladiators follow the will of freedom. Bound by neither rule nor glory, they become the blade that severs all chains.</color>"
