en_source,vn_translate,loi_du_doan
Notes Left Behind,Notes Left Behind,C?n ti?ng Anh nghi v?n: Behind; Left; Notes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Tour Guide Miria,Tour Guide Miria,C?n ti?ng Anh nghi v?n: Guide; Miria; Tour | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Strange Young Male Voice,Strange Young Male Giọng nói,C?n ti?ng Anh nghi v?n: Male; Strange; Young | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Cold, Familiar Female Voice","Cold, Familiar Female Giọng nói",C?n ti?ng Anh nghi v?n: Cold; Familiar; Female | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Steady, Familiar Male Voice","Steady, Familiar Male Giọng nói",C?n ti?ng Anh nghi v?n: Familiar; Male; Steady | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Man's Reverberation,Old Man's Reverberation,C?n ti?ng Anh nghi v?n: Man's; Old; Reverberation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Kind Old Man,Kind Old Man,C?n ti?ng Anh nghi v?n: Kind; Man; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Celebrating Old Man,Celebrating Old Man,C?n ti?ng Anh nghi v?n: Celebrating; Man; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Serious Male Acolyte,Serious Male Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Male; Serious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Devout Female Acolyte,Devout Female Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Devout; Female | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Brute Male Exile,Brute Male Exile,C?n ti?ng Anh nghi v?n: Brute; Exile; Male | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Brute Female Exile,Brute Female Exile,C?n ti?ng Anh nghi v?n: Brute; Exile; Female | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Internal Security Agency,Internal Security Agency,C?n ti?ng Anh nghi v?n: Agency; Internal; Security | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Solar Ceremony,New Solar Ceremony,C?n ti?ng Anh nghi v?n: Ceremony; New; Solar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Rite of Return,Rite of Return,C?n ti?ng Anh nghi v?n: of; Return; Rite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
KU-Money's Shop,KU-Money's Shop,C?n ti?ng Anh nghi v?n: KU; Money's; Shop | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Solar Celebration,New Solar Celebration,C?n ti?ng Anh nghi v?n: Celebration; New; Solar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Yellow Light Mode,Yellow Light Mode,C?n ti?ng Anh nghi v?n: Light; Mode; Yellow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Red Light Mode,Red Light Mode,C?n ti?ng Anh nghi v?n: Light; Mode; Red | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Item of Exchange,Item of Exchange,C?n ti?ng Anh nghi v?n: Exchange; Item; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fenrico: Uncharted Return,Fenrico: Uncharted Return,C?n ti?ng Anh nghi v?n: Fenrico; Return; Uncharted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Second Half,Complete Second Half,C?n ti?ng Anh nghi v?n: Complete; Half; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Training Stage Complete,Training Stage Complete,C?n ti?ng Anh nghi v?n: Complete; Stage; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Diurnus and Nocturnus,Diurnus and Nocturnus,C?n ti?ng Anh nghi v?n: and; Diurnus; Nocturnus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timed shooting challenge,Timed shooting challenge,C?n ti?ng Anh nghi v?n: challenge; shooting; Timed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Photo of Zani performing a Plunging Attack,Chụp ảnh Zani thực hiện Plunging Attack,C?n ti?ng Anh nghi v?n: Attack; Plunging; Zani | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Photo of Jiyan performing a Plunging Attack,Chụp ảnh Jiyan thực hiện Plunging Attack,C?n ti?ng Anh nghi v?n: Attack; Jiyan; Plunging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Photo of Iuno performing a Plunging Attack,Chụp ảnh Iuno thực hiện Plunging Attack,C?n ti?ng Anh nghi v?n: Attack; Iuno; Plunging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Available for Ascension,Available for Ascension,C?n ti?ng Anh nghi v?n: Ascension; Available; for | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Lampylumen Myriad,Challenge Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Challenge; Lampylumen; Myriad | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Inferno Rider,Challenge Inferno Rider,C?n ti?ng Anh nghi v?n: Challenge; Inferno; Rider | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战1统计}/6,Perform 6 Dodge Counters: {挑战1统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战1统计}/6,Perform 6 Dodge Counters: {挑战1统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge objective notification,Challenge objective notification,C?n ti?ng Anh nghi v?n: Challenge; notification; objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Raise your hands,Raise your hands,C?n ti?ng Anh nghi v?n: hands; Raise; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Raise your hands,Raise your hands,C?n ti?ng Anh nghi v?n: hands; Raise; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Take her hand,Take her hand,C?n ti?ng Anh nghi v?n: hand; her; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reconstruct your card,Reconstruct your card,C?n ti?ng Anh nghi v?n: card; Reconstruct; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Drag Dwarf Cassowary to Transform Area,Kéo Dwarf Cassowary để Biến đổi Area,C?n ti?ng Anh nghi v?n: Area; Cassowary; Dwarf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Drag Dwarf Cassowary to Transform Area,Kéo Dwarf Cassowary để Biến đổi Area,C?n ti?ng Anh nghi v?n: Area; Cassowary; Dwarf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reconstruct your deck,Reconstruct your deck,C?n ti?ng Anh nghi v?n: deck; Reconstruct; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reconstruct your deck,Reconstruct your deck,C?n ti?ng Anh nghi v?n: deck; Reconstruct; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reconstruct your deck,Reconstruct your deck,C?n ti?ng Anh nghi v?n: deck; Reconstruct; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reconstruct your deck,Reconstruct your deck,C?n ti?ng Anh nghi v?n: deck; Reconstruct; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Earn more points,Earn more points,C?n ti?ng Anh nghi v?n: Earn; more; points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Earn more points,Earn more points,C?n ti?ng Anh nghi v?n: Earn; more; points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Earn more points,Earn more points,C?n ti?ng Anh nghi v?n: Earn; more; points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attack on Glommoth,Attack on Glommoth,C?n ti?ng Anh nghi v?n: Attack; Glommoth; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Best Record,New Best Record,C?n ti?ng Anh nghi v?n: Best; New; Record | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Best Record,New Best Record,C?n ti?ng Anh nghi v?n: Best; New; Record | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Best Record,New Best Record,C?n ti?ng Anh nghi v?n: Best; New; Record | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
More guards arrived,More guards arrived,C?n ti?ng Anh nghi v?n: arrived; guards; More | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reward limit reached,Reward limit reached,C?n ti?ng Anh nghi v?n: limit; reached; Reward | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reward limit reached,Reward limit reached,C?n ti?ng Anh nghi v?n: limit; reached; Reward | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 4 Dodge Counters: {挑战1统计}/4,Perform 4 Dodge Counters: {挑战1统计}/4,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 4 Dodge Counters: {挑战1统计}/4,Perform 4 Dodge Counters: {挑战1统计}/4,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Loaded and Chambered,Loaded and Chambered,C?n ti?ng Anh nghi v?n: and; Chambered; Loaded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
power system notes,power system notes,C?n ti?ng Anh nghi v?n: notes; power; system | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Lost and Found,Lost and Found,C?n ti?ng Anh nghi v?n: and; Found; Lost | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
How Old Town was Built: a Record of the Rise and Fall of Gang,Cách Old Town Được Xây Dựng: Biên Niên Sử Thăng Trầm Của Gang Hội,C?n ti?ng Anh nghi v?n: Gang; Old; Town | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Qiao Sheng:,About Qiao Sheng:,C?n ti?ng Anh nghi v?n: About; Qiao; Sheng | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Oh My Magistrate,Oh My Magistrate,C?n ti?ng Anh nghi v?n: Magistrate; My; Oh | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Lost and Found,Lost and Found,C?n ti?ng Anh nghi v?n: and; Found; Lost | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Time Footnote·IX,Time Footnote·IX,C?n ti?ng Anh nghi v?n: Footnote; IX; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Time Footnote·X,Time Footnote·X,C?n ti?ng Anh nghi v?n: Footnote; Time; X | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Time Footnote·XI,Time Footnote·XI,C?n ti?ng Anh nghi v?n: Footnote; Time; XI | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Time Footnote·XII,Time Footnote·XII,C?n ti?ng Anh nghi v?n: Footnote; Time; XII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Time Footnote·XIII,Time Footnote·XIII,C?n ti?ng Anh nghi v?n: Footnote; Time; XIII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Energy Drink Poster,Energy Drink Poster,C?n ti?ng Anh nghi v?n: Drink; Energy; Poster | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Error Cell Computer 3,Error Cell Computer 3,C?n ti?ng Anh nghi v?n: Cell; Computer; Error | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Black and White,Black and White,C?n ti?ng Anh nghi v?n: and; Black; White | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Notes Left Behind,Notes Left Behind,C?n ti?ng Anh nghi v?n: Behind; Left; Notes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Main Quest: Echoing Marche,Complete Nhiệm Vụ Chính: Echoing Marche,C?n ti?ng Anh nghi v?n: Complete; Echoing; Marche | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Main Quest: Ominous Star,Complete Nhiệm Vụ Chính: Ominous Star,C?n ti?ng Anh nghi v?n: Complete; Ominous; Star | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Main Quest: Clashing Blades,Complete Nhiệm Vụ Chính: Clashing Blades,C?n ti?ng Anh nghi v?n: Blades; Clashing; Complete | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
TRY GOING BACK,TRY GOING BACK,C?n ti?ng Anh nghi v?n: BACK; GOING; TRY | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Traveler From Afar,Traveler From Afar,C?n ti?ng Anh nghi v?n: Afar; From; Traveler | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete 3 Daily Quests,Complete 3 Daily Quests,C?n ti?ng Anh nghi v?n: Complete; Daily; Quests | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Companion Story: Daybreak at Last,Hoàn thành Companion Story: Daybreak Cuối Cùng.,C?n ti?ng Anh nghi v?n: Companion; Daybreak; Story | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
