en_source,vn_translate,loi_du_doan
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Inferno Rider Tacet Field Placeholder,Inferno Rider Tacet Field Placeholder,C?n ti?ng Anh nghi v?n: Field; Inferno; Placeholder; Rider | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Succesfully defeated the Lion Beast,Succesfully defeated the Lion Beast,C?n ti?ng Anh nghi v?n: Beast; defeated; Lion; Succesfully | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Tossing the helmet at nobility,Tossing the helmet at nobility,C?n ti?ng Anh nghi v?n: at; helmet; nobility; Tossing | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
N.A.N.A.,N.A.N.A.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
N.A.N.A.,N.A.N.A.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
The Mad King: Caligula (Avidius),The Mad King: Caligula (Avidius),C?n ti?ng Anh nghi v?n: Avidius; Caligula; King; Mad | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Girl's Mother in the Audience,Girl's Mother in the Audience,C?n ti?ng Anh nghi v?n: Audience; Girl's; in; Mother | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Little Girl by the Lake,Little Girl by the Lake,C?n ti?ng Anh nghi v?n: by; Girl; Lake; Little | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Lahai-Roi Route Network Office,Lahai-Roi Route Network Office,C?n ti?ng Anh nghi v?n: Lahai; Network; Office; Route | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
{message} Lahai-Roi Route Network Office,{message} Lahai-Roi Route Network Office,C?n ti?ng Anh nghi v?n: Lahai; Network; Office; Route | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
{message} N.A.N.A.,{message} N.A.N.A.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
N.A.N.A.,N.A.N.A.,C?n ti?ng Anh nghi v?n: A; N | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
<i>Record of the Conferment Ceremony</i>,<i>Record of the Conferment Ceremony</i>,C?n ti?ng Anh nghi v?n: Ceremony; Conferment; of; Record | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Echoes of an Nameless Priest,Echoes of an Nameless Priest,C?n ti?ng Anh nghi v?n: an; Nameless; of; Priest | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Researcher Studying the Dimmr Plains,Researcher Studying the Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Plains; Researcher; Studying | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Stained Glass in the Ruins,Stained Glass in the Ruins,C?n ti?ng Anh nghi v?n: Glass; in; Ruins; Stained | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Tacet Discord in the Forbidden Archive,Discord in the Forbidden Archive,C?n ti?ng Anh nghi v?n: Archive; Discord; Forbidden; in | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
TD - In-dungeon gameplay rollback,TD - In-dungeon gameplay rollback,C?n ti?ng Anh nghi v?n: dungeon; gameplay; In; rollback | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Put in the music piece,Put in the music piece,C?n ti?ng Anh nghi v?n: in; music; piece; Put | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Capture the designated star chart,Capture the designated star chart,C?n ti?ng Anh nghi v?n: Capture; chart; designated; star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Detect Supply Chests with Owlwatch Scanner,Detect Supply Chest bằng Scanner Owlwatch,C?n ti?ng Anh nghi v?n: Detect; Owlwatch; Scanner; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Rhymes of the Olden Days,Rhymes of the Olden Days,C?n ti?ng Anh nghi v?n: Days; of; Olden; Rhymes | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Inscriptions on the Mysterious ""Tube""","Inscriptions on the Mysterious ""Tube""",C?n ti?ng Anh nghi v?n: Inscriptions; Mysterious; on; Tube | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Investigation Report on the Gorges of Spirits,Report Điều tra Gorges of Spirits,C?n ti?ng Anh nghi v?n: Gorges; of; Report; Spirits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Investigation Report on the Gorges of Spirits,Report Điều tra Gorges of Spirits,C?n ti?ng Anh nghi v?n: Gorges; of; Report; Spirits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Archive: Huaxu Academy, Jinzhou Campus","Archive: Huaxu Academy, Jinzhou Campus",C?n ti?ng Anh nghi v?n: Academy; Archive; Campus; Huaxu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Archive: Sugar Pearl Vaccine and Tacet Discord Outbreak,Archive: Vắc-xin Sugar Pearl và Sự bùng phát Discord,C?n ti?ng Anh nghi v?n: Archive; Discord; Pearl; Sugar | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Submission: Lament Incident Report for Port City of Guixu (Eleven),Bản Tường Trình Sự Cố Lament tại Port City of Guixu (Mười Một),C?n ti?ng Anh nghi v?n: City; Guixu; of; Port | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
See the Conquering Heroes Come,See the Conquering Heroes Come,C?n ti?ng Anh nghi v?n: Come; Conquering; Heroes; See | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
<i>The Codex of Holy Rituals</i>,<i>The Codex of Holy Rituals</i>,C?n ti?ng Anh nghi v?n: Codex; Holy; of; Rituals | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
<i>Essays on the Ragunnesi Drama</i>,<i>Essays on the Ragunnesi Drama</i>,C?n ti?ng Anh nghi v?n: Drama; Essays; on; Ragunnesi | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Record of the Knighting Ceremony,Record of the Knighting Ceremony,C?n ti?ng Anh nghi v?n: Ceremony; Knighting; of; Record | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Fisalias in Avinoleum (Excerpt),The Fisalias in Avinoleum (Excerpt),C?n ti?ng Anh nghi v?n: Avinoleum; Excerpt; Fisalias; in | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"""Project Echo Reborn"" Meeting Record","""Project Echo Reborn"" Meeting Record",C?n ti?ng Anh nghi v?n: Meeting; Project; Reborn; Record | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Lahai-Roi Route Network Office,Lahai-Roi Route Network Office,C?n ti?ng Anh nghi v?n: Lahai; Network; Office; Route | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Whispers of the Waves I,Whispers of the Waves I,C?n ti?ng Anh nghi v?n: I; of; Waves; Whispers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Whispers of the Waves II,Whispers of the Waves II,C?n ti?ng Anh nghi v?n: II; of; Waves; Whispers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Whispers of the Waves III,Whispers of the Waves III,C?n ti?ng Anh nghi v?n: III; of; Waves; Whispers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Whispers of the Waves IV,Whispers of the Waves IV,C?n ti?ng Anh nghi v?n: IV; of; Waves; Whispers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Whispers of the Waves V,Whispers of the Waves V,C?n ti?ng Anh nghi v?n: of; V; Waves; Whispers | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Reach 3,000 Journey Points in ""Starpaths Intertwined""","Đạt 3.000 Journey Points trong ""Starpaths Intertwined""",C?n ti?ng Anh nghi v?n: Intertwined; Journey; Points; Starpaths | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Past the Endstate: Doomsday Cycle,Past the Endstate: Doomsday Cycle,C?n ti?ng Anh nghi v?n: Cycle; Doomsday; Endstate; Past | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Claim all rewards in Lollo Campaign: Set Sail,Nhận tất cả phần thưởng trong Lollo Campaign: Hành Trình Set Sail.,C?n ti?ng Anh nghi v?n: Campaign; Lollo; Sail; Set | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete the Classic Circuit in ""Startorch Racing""","Hoàn thành vòng đua Classic Circuit trong ""Startorch Racing""",C?n ti?ng Anh nghi v?n: Circuit; Classic; Racing; Startorch | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Ahab's Request: Meet the Phantom,Ahab's Request: Meet the Phantom,C?n ti?ng Anh nghi v?n: Ahab's; Meet; Phantom; Request | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Catch Til the Fin-ish,Catch Til the Fin-ish,C?n ti?ng Anh nghi v?n: Catch; Fin; ish; Til | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Statue of the Crownless: Heart,Statue of the Crownless: Heart,C?n ti?ng Anh nghi v?n: Crownless; Heart; of; Statue | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"""Trails of Companion Stars"" is equipped","""Trails of Companion Stars"" đã được trang bị",C?n ti?ng Anh nghi v?n: Companion; of; Stars; Trails | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Defeat Lupa in the Peaks of Prestige duel,Đánh bại Lupa trong trận đấu Peaks of Prestige,C?n ti?ng Anh nghi v?n: Lupa; of; Peaks; Prestige | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Defeat Calcharo in the Peaks of Prestige duel,Đánh bại Calcharo trong trận đấu Peaks of Prestige,C?n ti?ng Anh nghi v?n: Calcharo; of; Peaks; Prestige | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Defeat Brant in the Peaks of Prestige duel,Đánh bại Brant trong trận đấu Peaks of Prestige,C?n ti?ng Anh nghi v?n: Brant; of; Peaks; Prestige | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Squire of the Roving Knight,Squire of the Roving Knight,C?n ti?ng Anh nghi v?n: Knight; of; Roving; Squire | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Show Username in Co-op,Show Username in Co-op,C?n ti?ng Anh nghi v?n: in; op; Show; Username | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Head to the Base Camp to deliver the Prism Fruits,Đến Base Camp để giao Prism Fruits,C?n ti?ng Anh nghi v?n: Base; Camp; Fruits; Prism | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Resonator upgrade card data missing,Resonator upgrade card data missing,C?n ti?ng Anh nghi v?n: card; data; missing; upgrade | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Doubled Pawns Matrix: Pilot Point Rewards exceed maximum,Doubled Pawns Matrix: Rewards Điểm Phi công vượt quá tối đa,C?n ti?ng Anh nghi v?n: Doubled; Matrix; Pawns; Rewards | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Doubled Pawns Matrix: Pilot Point Rewards configuration not found,Doubled Pawns Matrix: Không tìm thấy cấu hình Rewards Điểm Phi công,C?n ti?ng Anh nghi v?n: Doubled; Matrix; Pawns; Rewards | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Doubled Pawns Matrix: Pilot Point Rewards repeated,Doubled Pawns Matrix: Rewards Điểm Phi công bị trùng lặp,C?n ti?ng Anh nghi v?n: Doubled; Matrix; Pawns; Rewards | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Doubled Pawns Matrix: Pilot Point Rewards empty,Doubled Pawns Matrix: Rewards Điểm Phi công trống,C?n ti?ng Anh nghi v?n: Doubled; Matrix; Pawns; Rewards | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Completed - ""Life of a Resonator""","Completed - ""Life of a Resonator""",C?n ti?ng Anh nghi v?n: a; Completed; Life; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete Task: The Film-Loving Ghost Miko,Hoàn thành Nhiệm vụ: The Film-Loving Ghost Miko,C?n ti?ng Anh nghi v?n: Film; Ghost; Loving; Miko | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
West Range Base Incinero Petal Area,Khu Vực Incinero Petal - Căn Cứ West Range,C?n ti?ng Anh nghi v?n: Incinero; Petal; Range; West | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Wheel of Broken Fate,The Wheel of Broken Fate,C?n ti?ng Anh nghi v?n: Broken; Fate; of; Wheel | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Frostlands Surface - Void Storm Zone I,Bề Mặt Frostlands - Khu Void Storm I,C?n ti?ng Anh nghi v?n: Frostlands; I; Storm; Void | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Frostlands Surface - Void Storm Zone II,Bề Mặt Frostlands - Khu Void Storm II,C?n ti?ng Anh nghi v?n: Frostlands; II; Storm; Void | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Frostlands Surface - Void Storm Zone III,Bề Mặt Frostlands - Khu Void Storm III,C?n ti?ng Anh nghi v?n: Frostlands; III; Storm; Void | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Frostlands Surface - Void Storm Zone IV,Bề Mặt Frostlands - Khu Void Storm IV,C?n ti?ng Anh nghi v?n: Frostlands; IV; Storm; Void | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
SkyArk Space Station: Lab Sector I,SkyArk Space Station: Khu Phòng Thí Nghiệm I,C?n ti?ng Anh nghi v?n: I; SkyArk; Space; Station | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
SkyArk Space Station: Lab Sector II,SkyArk Space Station: Khu Phòng Thí Nghiệm II,C?n ti?ng Anh nghi v?n: II; SkyArk; Space; Station | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Gate of the Lost Star,Gate of the Lost Star,C?n ti?ng Anh nghi v?n: Gate; Lost; of; Star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
