en_source,vn_translate,loi_du_doan
Immobilize Pilgrim's Shell: {挑战2统计}/1,Immobilize Pilgrim's Shell: {挑战2统计}/1,C?n ti?ng Anh nghi v?n: Immobilize; Pilgrim's; Shell | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Goal 3: Keep the Dreamscape Nexus Integrity above 60%,Mục tiêu 3: Giữ Dreamscape Nexus Integrity trên 60%,C?n ti?ng Anh nghi v?n: Dreamscape; Integrity; Nexus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Goal 2: Keep the Dreamscape Nexus Integrity above 30%,Mục tiêu 2: Giữ Integrity của Dreamscape Nexus trên 30%,C?n ti?ng Anh nghi v?n: Dreamscape; Integrity; Nexus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Goal 3: Keep the Dreamscape Nexus Integrity above 60%,Mục tiêu 3: Giữ Integrity của Dreamscape Nexus trên 60%,C?n ti?ng Anh nghi v?n: Dreamscape; Integrity; Nexus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamscape Node: Land of Dragons,Dreamscape Node: Land Rồng,C?n ti?ng Anh nghi v?n: Dreamscape; Land; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreamscape Node: Land of Swordsmanship,Dreamscape Node: Land Kiếm Thuật,C?n ti?ng Anh nghi v?n: Dreamscape; Land; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avinoleum Dreamscape Nexus,Avinoleum Dreamscape Nexus,C?n ti?ng Anh nghi v?n: Avinoleum; Dreamscape; Nexus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dreams of Cindertide: Finale,Dreams of Cindertide: Phần Kết,C?n ti?ng Anh nghi v?n: Cindertide; Dreams; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Inferno Rider,Nightmare: Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Nightmare; Rider | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Tempest Mephis,Nightmare: Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Nightmare; Tempest | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Impermanence Heron,Nightmare: Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Feilian Beringal,Nightmare: Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Thundering Mephis,Nightmare: Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Nightmare; Thundering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Mourning Aix,Nightmare: Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unlock 1 Low-Capacity Variable,Mở khóa 1 Low-Capacity Variable,C?n ti?ng Anh nghi v?n: Capacity; Low; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Air Dash Variable,Air Dash Variable,C?n ti?ng Anh nghi v?n: Air; Dash; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner I,Rift Runner I,C?n ti?ng Anh nghi v?n: I; Rift; Runner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner II,Rift Runner II,C?n ti?ng Anh nghi v?n: II; Rift; Runner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner III,Rift Runner III,C?n ti?ng Anh nghi v?n: III; Rift; Runner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner IV,Rift Runner IV,C?n ti?ng Anh nghi v?n: IV; Rift; Runner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner V,Rift Runner V,C?n ti?ng Anh nghi v?n: Rift; Runner; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rift Runner VII,Rift Runner VII,C?n ti?ng Anh nghi v?n: Rift; Runner; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Clear Nightmare Revisits Difficulty III with 2400 points,Hoàn Thành Difficulty III Cơn Nightmare Tái Hiện với 2400 Điểm,C?n ti?ng Anh nghi v?n: Difficulty; III; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Clear Nightmare Revisits Difficulty IV with 3200 points,Hoàn Thành Difficulty IV Cơn Nightmare Tái Hiện với 3200 Điểm,C?n ti?ng Anh nghi v?n: Difficulty; IV; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Clear Nightmare Revisits Difficulty V with 3200 points,Hoàn Thành Difficulty V Cơn Nightmare Tái Hiện với 3200 Điểm,C?n ti?ng Anh nghi v?n: Difficulty; Nightmare; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Feline Infinite Booster,Feline Infinite Booster,C?n ti?ng Anh nghi v?n: Booster; Feline; Infinite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Realm of Ego,Realm of Ego,C?n ti?ng Anh nghi v?n: Ego; of; Realm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Major Forbidden Archive,Major Forbidden Archive,C?n ti?ng Anh nghi v?n: Archive; Forbidden; Major | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abyss of Initiation,Abyss of Initiation,C?n ti?ng Anh nghi v?n: Abyss; Initiation; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abyss of Sacrifice,Abyss of Sacrifice,C?n ti?ng Anh nghi v?n: Abyss; of; Sacrifice | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abyss of Confession,Abyss of Confession,C?n ti?ng Anh nghi v?n: Abyss; Confession; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Striker Initiate-Linkage,Striker Initiate-Linkage,C?n ti?ng Anh nghi v?n: Initiate; Linkage; Striker | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Cosmos Suite,Dream Cosmos Suite,C?n ti?ng Anh nghi v?n: Cosmos; Dream; Suite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Knight of Atrocity,Knight of Atrocity,C?n ti?ng Anh nghi v?n: Atrocity; Knight; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Knight of Greed,Knight of Greed,C?n ti?ng Anh nghi v?n: Greed; Knight; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avinoleum: Ground Remains,Avinoleum: Ground Remains,C?n ti?ng Anh nghi v?n: Avinoleum; Ground; Remains | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avinoleum: Sunken Remains,Avinoleum: Sunken Remains,C?n ti?ng Anh nghi v?n: Avinoleum; Remains; Sunken | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Titular Repository: Ruins,Titular Repository: Ruins,C?n ti?ng Anh nghi v?n: Repository; Ruins; Titular | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zargon Garden: Ruins,Zargon Garden: Ruins,C?n ti?ng Anh nghi v?n: Garden; Ruins; Zargon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tower of Ascension,Tower of Ascension,C?n ti?ng Anh nghi v?n: Ascension; of; Tower | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tower of Salvation,Tower of Salvation,C?n ti?ng Anh nghi v?n: of; Salvation; Tower | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Path of Bestowal,Path of Bestowal,C?n ti?ng Anh nghi v?n: Bestowal; of; Path | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dragon of Dirge,Dragon of Dirge,C?n ti?ng Anh nghi v?n: Dirge; Dragon; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lioness of Glory,Lioness of Glory,C?n ti?ng Anh nghi v?n: Glory; Lioness; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Hecate,Tactical Hologram: Hecate,C?n ti?ng Anh nghi v?n: Hecate; Hologram; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Lorelei,Tactical Hologram: Lorelei,C?n ti?ng Anh nghi v?n: Hologram; Lorelei; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Fleurdelys,Tactical Hologram: Fleurdelys,C?n ti?ng Anh nghi v?n: Fleurdelys; Hologram; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Kelpie,Tactical Hologram: Kelpie,C?n ti?ng Anh nghi v?n: Hologram; Kelpie; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Dreamless,Tactical Hologram: Dreamless,C?n ti?ng Anh nghi v?n: Dreamless; Hologram; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Hyvatia,Tactical Hologram: Hyvatia,C?n ti?ng Anh nghi v?n: Hologram; Hyvatia; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Sigillum,Tactical Hologram: Sigillum,C?n ti?ng Anh nghi v?n: Hologram; Sigillum; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mysterious Sea Chest,Mysterious Sea Chest,C?n ti?ng Anh nghi v?n: Chest; Mysterious; Sea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command I,Raging Command I,C?n ti?ng Anh nghi v?n: Command; I; Raging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command II,Raging Command II,C?n ti?ng Anh nghi v?n: Command; II; Raging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command III,Raging Command III,C?n ti?ng Anh nghi v?n: Command; III; Raging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command IV,Raging Command IV,C?n ti?ng Anh nghi v?n: Command; IV; Raging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command V,Raging Command V,C?n ti?ng Anh nghi v?n: Command; Raging; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Raging Command VII,Raging Command VII,C?n ti?ng Anh nghi v?n: Command; Raging; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shattered Glaciers I,Shattered Glaciers I,C?n ti?ng Anh nghi v?n: Glaciers; I; Shattered | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shattered Glaciers II,Shattered Glaciers II,C?n ti?ng Anh nghi v?n: Glaciers; II; Shattered | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shattered Glaciers III,Shattered Glaciers III,C?n ti?ng Anh nghi v?n: Glaciers; III; Shattered | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Eternal Aegis I,Eternal Aegis I,C?n ti?ng Anh nghi v?n: Aegis; Eternal; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Eternal Aegis II,Eternal Aegis II,C?n ti?ng Anh nghi v?n: Aegis; Eternal; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Eternal Aegis III,Eternal Aegis III,C?n ti?ng Anh nghi v?n: Aegis; Eternal; III | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Resonant Crescendo I,Resonant Crescendo I,C?n ti?ng Anh nghi v?n: Crescendo; I; Resonant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Resonant Crescendo II,Resonant Crescendo II,C?n ti?ng Anh nghi v?n: Crescendo; II; Resonant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Resonant Crescendo III,Resonant Crescendo III,C?n ti?ng Anh nghi v?n: Crescendo; III; Resonant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Trapped in Loop,Trapped in Loop,C?n ti?ng Anh nghi v?n: in; Loop; Trapped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Realm of Rebirth,Realm of Rebirth,C?n ti?ng Anh nghi v?n: of; Realm; Rebirth | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dragon of Dirge,Dragon of Dirge,C?n ti?ng Anh nghi v?n: Dirge; Dragon; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Data's Gift I,Data's Gift I,C?n ti?ng Anh nghi v?n: Data's; Gift; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Data's Gift II,Data's Gift II,C?n ti?ng Anh nghi v?n: Data's; Gift; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Legendary Fish King,Legendary Fish King,C?n ti?ng Anh nghi v?n: Fish; King; Legendary | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
2nd Half Starting Positions,2nd Half Starting Positions,C?n ti?ng Anh nghi v?n: Half; Positions; Starting | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Group A - Quarterfinal,Group A - Quarterfinal,C?n ti?ng Anh nghi v?n: A; Group; Quarterfinal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Group B - Quarterfinal,Group B - Quarterfinal,C?n ti?ng Anh nghi v?n: B; Group; Quarterfinal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Flash Dodge II,Flash Dodge II,C?n ti?ng Anh nghi v?n: Dodge; Flash; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Flash Dodge I,Flash Dodge I,C?n ti?ng Anh nghi v?n: Dodge; Flash; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Boat Racing I,Boat Racing I,C?n ti?ng Anh nghi v?n: Boat; I; Racing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ace Wings II,Ace Wings II,C?n ti?ng Anh nghi v?n: Ace; II; Wings | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Championship is now available,Cubie Derby: Championship hiện đã mở,C?n ti?ng Anh nghi v?n: Championship; Cubie; Derby | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Short Poem,A Short Poem,C?n ti?ng Anh nghi v?n: A; Poem; Short | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot III,Treasure Spot III,C?n ti?ng Anh nghi v?n: III; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Rend II,Hero's Rend II,C?n ti?ng Anh nghi v?n: Hero's; II; Rend | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Words Between Melodies,Words Between Melodies,C?n ti?ng Anh nghi v?n: Between; Melodies; Words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Words Between Melodies,Words Between Melodies,C?n ti?ng Anh nghi v?n: Between; Melodies; Words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Words Between Melodies,Words Between Melodies,C?n ti?ng Anh nghi v?n: Between; Melodies; Words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Words Between Melodies,Words Between Melodies,C?n ti?ng Anh nghi v?n: Between; Melodies; Words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Words Between Melodies,Words Between Melodies,C?n ti?ng Anh nghi v?n: Between; Melodies; Words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
One Punch Shrimp,One Punch Shrimp,C?n ti?ng Anh nghi v?n: One; Punch; Shrimp | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Moon in Water,Moon in Water,C?n ti?ng Anh nghi v?n: in; Moon; Water | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot I,Treasure Spot I,C?n ti?ng Anh nghi v?n: I; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot II,Treasure Spot II,C?n ti?ng Anh nghi v?n: II; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot III,Treasure Spot III,C?n ti?ng Anh nghi v?n: III; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot IV,Treasure Spot IV,C?n ti?ng Anh nghi v?n: IV; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot V,Treasure Spot V,C?n ti?ng Anh nghi v?n: Spot; Treasure; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot VII,Treasure Spot VII,C?n ti?ng Anh nghi v?n: Spot; Treasure; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot VIII,Treasure Spot VIII,C?n ti?ng Anh nghi v?n: Spot; Treasure; VIII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot IX,Treasure Spot IX,C?n ti?ng Anh nghi v?n: IX; Spot; Treasure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot X,Treasure Spot X,C?n ti?ng Anh nghi v?n: Spot; Treasure; X | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot XI,Treasure Spot XI,C?n ti?ng Anh nghi v?n: Spot; Treasure; XI | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Treasure Spot XII,Treasure Spot XII,C?n ti?ng Anh nghi v?n: Spot; Treasure; XII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fabricatorium Operations Manual 26,Fabricatorium Operations Manual 26,C?n ti?ng Anh nghi v?n: Fabricatorium; Manual; Operations | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fabricatorium Operations Manual 35,Fabricatorium Operations Manual 35,C?n ti?ng Anh nghi v?n: Fabricatorium; Manual; Operations | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Three Heroes' Crest,Three Heroes' Crest,C?n ti?ng Anh nghi v?n: Crest; Heroes'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sanctum of Quietude,Sanctum of Quietude,C?n ti?ng Anh nghi v?n: of; Quietude; Sanctum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dark Tide Conflux,Dark Tide Conflux,C?n ti?ng Anh nghi v?n: Conflux; Dark; Tide | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shiawase Fountain Square,Shiawase Fountain Square,C?n ti?ng Anh nghi v?n: Fountain; Shiawase; Square | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hanakage Underground Street,Hanakage Underground Street,C?n ti?ng Anh nghi v?n: Hanakage; Street; Underground | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami Central Park,Honami Central Park,C?n ti?ng Anh nghi v?n: Central; Honami; Park | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami Convention Center,Honami Convention Center,C?n ti?ng Anh nghi v?n: Center; Convention; Honami | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Riseway-Sundermere Corridor,Riseway-Sundermere Corridor,C?n ti?ng Anh nghi v?n: Corridor; Riseway; Sundermere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spacetrek-Bjartr Corridor,Spacetrek-Bjartr Corridor,C?n ti?ng Anh nghi v?n: Bjartr; Corridor; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Collapsed Arcbend Ravine,Collapsed Arcbend Ravine,C?n ti?ng Anh nghi v?n: Arcbend; Collapsed; Ravine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Orbit Valley Pass,Orbit Valley Pass,C?n ti?ng Anh nghi v?n: Orbit; Pass; Valley | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Roya Memorial Park,Roya Memorial Park,C?n ti?ng Anh nghi v?n: Memorial; Park; Roya | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exo Genesis Labs,Exo Genesis Labs,C?n ti?ng Anh nghi v?n: Exo; Genesis; Labs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Synchrolink Training Grounds,Synchrolink Training Grounds,C?n ti?ng Anh nghi v?n: Grounds; Synchrolink; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Express Transfer Station,Express Transfer Station,C?n ti?ng Anh nghi v?n: Express; Station; Transfer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Solistree - 1st Layer,Second Solistree - 1st Layer,C?n ti?ng Anh nghi v?n: Layer; Second; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Solistree - 2nd Layer,Second Solistree - 2nd Layer,C?n ti?ng Anh nghi v?n: Layer; Second; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Second Solistree - 3rd Layer,Second Solistree - 3rd Layer,C?n ti?ng Anh nghi v?n: Layer; Second; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Third Solistree - 1st Layer,Third Solistree - 1st Layer,C?n ti?ng Anh nghi v?n: Layer; Solistree; Third | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Third Solistree - 2nd Layer,Third Solistree - 2nd Layer,C?n ti?ng Anh nghi v?n: Layer; Solistree; Third | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fourth Solistree - 1st Layer,Fourth Solistree - 1st Layer,C?n ti?ng Anh nghi v?n: Fourth; Layer; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fourth Solistree - 2nd Layer,Fourth Solistree - 2nd Layer,C?n ti?ng Anh nghi v?n: Fourth; Layer; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Orbit Valley Pass - North,Orbit Valley Pass - Bắc,C?n ti?ng Anh nghi v?n: Orbit; Pass; Valley | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spacetrek-Bjartr Corridor,Spacetrek-Bjartr Corridor,C?n ti?ng Anh nghi v?n: Bjartr; Corridor; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Frostlands Transit Port,Frostlands Transit Port,C?n ti?ng Anh nghi v?n: Frostlands; Port; Transit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Upphaf Forest Ruins,Upphaf Forest Ruins,C?n ti?ng Anh nghi v?n: Forest; Ruins; Upphaf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Roya Icebreak Port,Roya Icebreak Port,C?n ti?ng Anh nghi v?n: Icebreak; Port; Roya | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
SkyArk Space Station,SkyArk Space Station,C?n ti?ng Anh nghi v?n: SkyArk; Space; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exostrider Observation Station,Exostrider Observation Station,C?n ti?ng Anh nghi v?n: Exostrider; Observation; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Upphaf Life Chamber,Upphaf Life Chamber,C?n ti?ng Anh nghi v?n: Chamber; Life; Upphaf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exostrider Slumber Site,Exostrider Slumber Site,C?n ti?ng Anh nghi v?n: Exostrider; Site; Slumber | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
SkyArk Space Station,SkyArk Space Station,C?n ti?ng Anh nghi v?n: SkyArk; Space; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
