en_source,vn_translate,loi_du_doan
A Whispering Melody,A Whispering Melody,C?n ti?ng Anh nghi v?n: A; Melody; Whispering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Galbrena's Tactics Unlocked,Galbrena's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Galbrena's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Preset: Shine Brighter,Preset: Shine Brighter,C?n ti?ng Anh nghi v?n: Brighter; Preset; Shine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blade Reforged II,Blade Reforged II,C?n ti?ng Anh nghi v?n: Blade; II; Reforged | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blade Reforged III,Blade Reforged III,C?n ti?ng Anh nghi v?n: Blade; III; Reforged | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Choi Hyeon ji,Choi Hyeon ji,C?n ti?ng Anh nghi v?n: Choi; Hyeon; ji | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Oh Ro ah,Oh Ro ah,C?n ti?ng Anh nghi v?n: ah; Oh; Ro | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Unsanctioned"" Mod Kit","""Unsanctioned"" Mod Kit",C?n ti?ng Anh nghi v?n: Kit; Mod; Unsanctioned | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitality Boost I,Vitality Boost I,C?n ti?ng Anh nghi v?n: Boost; I; Vitality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overclocking - Support Droid I,Overclocking - Hỗ Trợ Droid I,C?n ti?ng Anh nghi v?n: Droid; I; Overclocking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitality Boost II,Vitality Boost II,C?n ti?ng Anh nghi v?n: Boost; II; Vitality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overclocking - Support Droid II,Overclocking - Hỗ Trợ Droid II,C?n ti?ng Anh nghi v?n: Droid; II; Overclocking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overclocking - Support Droid III,Overclocking - Hỗ Trợ Droid III,C?n ti?ng Anh nghi v?n: Droid; III; Overclocking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitality Boost III,Vitality Boost III,C?n ti?ng Anh nghi v?n: Boost; III; Vitality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitality Boost IV,Vitality Boost IV,C?n ti?ng Anh nghi v?n: Boost; IV; Vitality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overclocking - Support Droid III,Overclocking - Hỗ Trợ Droid III,C?n ti?ng Anh nghi v?n: Droid; III; Overclocking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Frequency Syntony Ampliflier,Frequency Syntony Ampliflier,C?n ti?ng Anh nghi v?n: Ampliflier; Frequency; Syntony | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Burglar"" Program Chip","""Burglar"" Program Chip",C?n ti?ng Anh nghi v?n: Burglar; Chip; Program | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Clearing Master"" Trophy","""Clearing Master"" Trophy",C?n ti?ng Anh nghi v?n: Clearing; Master; Trophy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Non-Euclid Scope,Non-Euclid Scope,C?n ti?ng Anh nghi v?n: Euclid; Non; Scope | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Global Wave Amplifier,Global Wave Amplifier,C?n ti?ng Anh nghi v?n: Amplifier; Global; Wave | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Protocol Range Extender,Protocol Range Extender,C?n ti?ng Anh nghi v?n: Extender; Protocol; Range | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lance of Death,Lance of Death,C?n ti?ng Anh nghi v?n: Death; Lance; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Mother of Success""","""Mother of Success""",C?n ti?ng Anh nghi v?n: Mother; of; Success | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ever-Instant Noodle,Ever-Instant Noodle,C?n ti?ng Anh nghi v?n: Ever; Instant; Noodle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Refreshing Cold Drink,Refreshing Cold Drink,C?n ti?ng Anh nghi v?n: Cold; Drink; Refreshing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mucilage of Life,Mucilage of Life,C?n ti?ng Anh nghi v?n: Life; Mucilage; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Scrapped Cooling Valve,Scrapped Cooling Valve,C?n ti?ng Anh nghi v?n: Cooling; Scrapped; Valve | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Hot Shock,Red Hot Shock,C?n ti?ng Anh nghi v?n: Hot; Red; Shock | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rapidly Cooled Sweetness,Rapidly Cooled Sweetness,C?n ti?ng Anh nghi v?n: Cooled; Rapidly; Sweetness | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Auxiliary Calibration Lens,Auxiliary Calibration Lens,C?n ti?ng Anh nghi v?n: Auxiliary; Calibration; Lens | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Void Protein Jelly,Void Protein Jelly,C?n ti?ng Anh nghi v?n: Jelly; Protein; Void | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Efficiency Repair Box,Efficiency Repair Box,C?n ti?ng Anh nghi v?n: Box; Efficiency; Repair | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Data Projection: Kronaclaw,Data Projection: Kronaclaw,C?n ti?ng Anh nghi v?n: Data; Kronaclaw; Projection | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Data Projection: Hyvatia,Data Projection: Hyvatia,C?n ti?ng Anh nghi v?n: Data; Hyvatia; Projection | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Void Storm Zone,Void Storm Zone,C?n ti?ng Anh nghi v?n: Storm; Void; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hot Spring Stargazing,Hot Spring Stargazing,C?n ti?ng Anh nghi v?n: Hot; Spring; Stargazing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Law of Stars,Law of Stars,C?n ti?ng Anh nghi v?n: Law; of; Stars | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stability Accords Progress,Stability Accords Progress,C?n ti?ng Anh nghi v?n: Accords; Progress; Stability | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Singularity Expansion Progress,Singularity Expansion Progress,C?n ti?ng Anh nghi v?n: Expansion; Progress; Singularity | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Low Temp. Ignition,Low Temp. Ignition,C?n ti?ng Anh nghi v?n: Ignition; Low; Temp | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tune Break Enhancement,Tune Break Enhancement,C?n ti?ng Anh nghi v?n: Break; Enhancement; Tune | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ice Seal Breaker,Ice Seal Breaker,C?n ti?ng Anh nghi v?n: Breaker; Ice; Seal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Warm Haven,A Warm Haven,C?n ti?ng Anh nghi v?n: A; Haven; Warm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Kim Ha Ru,Kim Ha Ru,C?n ti?ng Anh nghi v?n: Ha; Kim; Ru | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Non-Prescription Glasses,Non-Prescription Glasses,C?n ti?ng Anh nghi v?n: Glasses; Non; Prescription | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Every Unspoken Word,Every Unspoken Word,C?n ti?ng Anh nghi v?n: Every; Unspoken; Word | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: IV,Supply Chest: IV,C?n ti?ng Anh nghi v?n: Chest; IV; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: V,Supply Chest: V,C?n ti?ng Anh nghi v?n: Chest; Supply; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Luuk Herssen's Hobby,Luuk Herssen's Hobby,C?n ti?ng Anh nghi v?n: Herssen's; Hobby; Luuk | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Luuk Herssen's Trouble,Luuk Herssen's Trouble,C?n ti?ng Anh nghi v?n: Herssen's; Luuk; Trouble | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
War-Scorched Mark,War-Scorched Mark,C?n ti?ng Anh nghi v?n: Mark; Scorched; War | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Autumn Waters Severed,Autumn Waters Severed,C?n ti?ng Anh nghi v?n: Autumn; Severed; Waters | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Whispers of Stars,Whispers of Stars,C?n ti?ng Anh nghi v?n: of; Stars; Whispers | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dancing Through Fantasies,Dancing Through Fantasies,C?n ti?ng Anh nghi v?n: Dancing; Fantasies; Through | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Preset: Voyaging Star,Preset: Voyaging Star,C?n ti?ng Anh nghi v?n: Preset; Star; Voyaging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Preset: Crystal Sky,Preset: Crystal Sky,C?n ti?ng Anh nghi v?n: Crystal; Preset; Sky | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Roya Frostlands Report,Roya Frostlands Report,C?n ti?ng Anh nghi v?n: Frostlands; Report; Roya | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Unlock ""Dancing Through Fantasies"" to unlock","Mở khóa ""Dancing Through Fantasies"" để mở khóa",C?n ti?ng Anh nghi v?n: Dancing; Fantasies; Through | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jang Ye Na,Jang Ye Na,C?n ti?ng Anh nghi v?n: Jang; Na; Ye | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Mother's Love,A Mother's Love,C?n ti?ng Anh nghi v?n: A; Love; Mother's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rainbow Squeezy Jelly,Rainbow Squeezy Jelly,C?n ti?ng Anh nghi v?n: Jelly; Rainbow; Squeezy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Savory Super Star,Savory Super Star,C?n ti?ng Anh nghi v?n: Savory; Star; Super | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Batch Discard Confirmation,Batch Discard Confirmation,C?n ti?ng Anh nghi v?n: Batch; Confirmation; Discard | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Batch Undiscard Confirmation,Batch Undiscard Confirmation,C?n ti?ng Anh nghi v?n: Batch; Confirmation; Undiscard | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Encrypted Data Obtained,Encrypted Data Obtained,C?n ti?ng Anh nghi v?n: Data; Encrypted; Obtained | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical ROM Quality,Tactical ROM Quality,C?n ti?ng Anh nghi v?n: Quality; ROM; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
All Shapes of Light,Tất cả Shapes of Light,C?n ti?ng Anh nghi v?n: Light; of; Shapes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Made in Abyss,Made in Abyss,C?n ti?ng Anh nghi v?n: Abyss; in; Made | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Small Wish,A Small Wish,C?n ti?ng Anh nghi v?n: A; Small; Wish | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jung Hye Won,Jung Hye Won,C?n ti?ng Anh nghi v?n: Hye; Jung; Won | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Park Si Yoon,Park Si Yoon,C?n ti?ng Anh nghi v?n: Park; Si; Yoon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jodie Bell Cortez,Jodie Bell Cortez,C?n ti?ng Anh nghi v?n: Bell; Cortez; Jodie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Carving Kit Set,Carving Kit Set,C?n ti?ng Anh nghi v?n: Carving; Kit; Set | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Startorch Memory Album,Startorch Memory Album,C?n ti?ng Anh nghi v?n: Album; Memory; Startorch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Bright Light,A Bright Light,C?n ti?ng Anh nghi v?n: A; Bright; Light | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dodge Counter: I,Dodge Counter: I,C?n ti?ng Anh nghi v?n: Counter; Dodge; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dodge Counter: II,Dodge Counter: II,C?n ti?ng Anh nghi v?n: Counter; Dodge; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: IV,Supply Chest: IV,C?n ti?ng Anh nghi v?n: Chest; IV; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: V,Supply Chest: V,C?n ti?ng Anh nghi v?n: Chest; Supply; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unlimited (Frame Generation),Unlimited (Frame Generation),C?n ti?ng Anh nghi v?n: Frame; Generation; Unlimited | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Past Storyline Resources,Past Storyline Resources,C?n ti?ng Anh nghi v?n: Past; Resources; Storyline | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Budding Golden Bough,Budding Golden Bough,C?n ti?ng Anh nghi v?n: Bough; Budding; Golden | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chat History of Shashou Cafe Official (Excerpt),Lịch sử trò chuyện của Official Shashou Cafe (Trích đoạn),C?n ti?ng Anh nghi v?n: Cafe; Official; Shashou | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track,Motorbike - Flight Track,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Fixed Track,Motorbike - Fixed Track,C?n ti?ng Anh nghi v?n: Fixed; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Stunt Track,Motorbike - Stunt Track,C?n ti?ng Anh nghi v?n: Motorbike; Stunt; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Defeat Bell-Borne Geochelone for the first time,Đánh bại Bell-Borne Geochelone lần đầu tiên,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Defeat Bell-Borne Geochelone 50 times,Đánh bại Bell-Borne Geochelone 50 lần,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Central Plains West,Central Plains West,C?n ti?ng Anh nghi v?n: Central; Plains; West | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Central Plains West,Central Plains West,C?n ti?ng Anh nghi v?n: Central; Plains; West | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Central Plains West,Central Plains West,C?n ti?ng Anh nghi v?n: Central; Plains; West | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Central Plains West,Central Plains West,C?n ti?ng Anh nghi v?n: Central; Plains; West | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 1 Completed,Instance 3002 Step 1 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 2 Completed,Instance 3002 Step 2 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 3 Completed,Instance 3002 Step 3 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 4 Completed,Instance 3002 Step 4 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 5 Completed,Instance 3002 Step 5 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 3002 Step 6 Completed,Instance 3002 Step 6 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Protected Entity Dead,Protected Entity Dead,C?n ti?ng Anh nghi v?n: Dead; Entity; Protected | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 1 Completed,Instance 4000 Step 1 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 2 Completed,Instance 4000 Step 2 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 3 Completed,Instance 4000 Step 3 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 4 Completed,Instance 4000 Step 4 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 5 Completed,Instance 4000 Step 5 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4000 Step 6 Completed,Instance 4000 Step 6 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 1 Completed,Instance 4500 Step 1 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 2 Completed,Instance 4500 Step 2 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 3 Completed,Instance 4500 Step 3 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 4 Completed,Instance 4500 Step 4 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 5 Completed,Instance 4500 Step 5 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 4500 Step 6 Completed,Instance 4500 Step 6 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Protected Entity Dead,Protected Entity Dead,C?n ti?ng Anh nghi v?n: Dead; Entity; Protected | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 5000 Step 1 Completed,Instance 5000 Step 1 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 5000 Step 2 Completed,Instance 5000 Step 2 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 5000 Step 3 Completed,Instance 5000 Step 3 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Instance 5000 Step 4 Completed,Instance 5000 Step 4 Completed,C?n ti?ng Anh nghi v?n: Completed; Instance; Step | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
