en_source,vn_translate,loi_du_doan
test/,test/,C?n ti?ng Anh nghi v?n: test | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weapon,Weapon,C?n ti?ng Anh nghi v?n: Weapon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No return,Không return,C?n ti?ng Anh nghi v?n: return | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No return,Không return,C?n ti?ng Anh nghi v?n: return | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No return,Không return,C?n ti?ng Anh nghi v?n: return | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No return,Không return,C?n ti?ng Anh nghi v?n: return | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
No return,Không return,C?n ti?ng Anh nghi v?n: return | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Unique Effect: Each time nearby enemies take damage from Spectro Frazzle or Aero Erosion, the Resonator recovers Resonance Energy.","Hiệu ứng Đặc biệt: Mỗi khi kẻ địch gần đó nhận sát thương từ Spectro Frazzle hoặc Aero Erosion, Resonator sẽ phục hồi Resonance Energy.",C?n ti?ng Anh nghi v?n: Energy; Erosion; Frazzle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 15.75
Concerto Effect: Interference,Concerto Effect: Interference,C?n ti?ng Anh nghi v?n: Effect; Interference | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Concerto Effect: Polymerization,Concerto Effect: Polymerization,C?n ti?ng Anh nghi v?n: Effect; Polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Concerto Effect: Decomposition,Concerto Effect: Decomposition,C?n ti?ng Anh nghi v?n: Decomposition; Effect | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Concerto Effect: Stimulation,Concerto Effect: Stimulation,C?n ti?ng Anh nghi v?n: Effect; Stimulation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The Last Wave,The Last Wave,C?n ti?ng Anh nghi v?n: Last; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The Last Wave,The Last Wave,C?n ti?ng Anh nghi v?n: Last; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The Last Wave,The Last Wave,C?n ti?ng Anh nghi v?n: Last; Wave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the trial with at least 60s remaining,Complete the trial với ít nhất 60 giây còn lại,C?n ti?ng Anh nghi v?n: Complete; trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the trial with at least 30s remaining,Complete the trial với ít nhất 30 giây còn lại,C?n ti?ng Anh nghi v?n: Complete; trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the trial with at least 30s remaining,Complete the trial với ít nhất 30 giây còn lại,C?n ti?ng Anh nghi v?n: Complete; trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Illusion,Echo Challenge: Illusion,C?n ti?ng Anh nghi v?n: Challenge; Illusion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Illusion,Echo Challenge: Illusion,C?n ti?ng Anh nghi v?n: Challenge; Illusion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Illusion,Echo Challenge: Illusion,C?n ti?ng Anh nghi v?n: Challenge; Illusion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Illusion,Echo Challenge: Illusion,C?n ti?ng Anh nghi v?n: Challenge; Illusion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Illusion,Echo Challenge: Illusion,C?n ti?ng Anh nghi v?n: Challenge; Illusion | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Septimont 0 Vitreum Dancer Charge Attack Challenge,Septimont 0 - Thử thách Attack Nạp Vitreum của Vũ Công Kính,C?n ti?ng Anh nghi v?n: Attack; Vitreum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Show the photo,Show the photo,C?n ti?ng Anh nghi v?n: photo; Show | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Challenge the Boss,Challenge the Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Challenge the Boss,Challenge the Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Challenge the Boss,Challenge the Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Tacet Field Test,Tacet Field Test,C?n ti?ng Anh nghi v?n: Field; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Tacet Field Test 2,Tacet Field Test 2,C?n ti?ng Anh nghi v?n: Field; Test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Voice from the Silence,Giọng nói from the Silence,C?n ti?ng Anh nghi v?n: from; Silence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Message of Exiles,Message of Exiles,C?n ti?ng Anh nghi v?n: Message; of | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Voice from the Silence,Giọng nói from the Silence,C?n ti?ng Anh nghi v?n: from; Silence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Peso's Challenge Note,Peso's Challenge Ghi chú,C?n ti?ng Anh nghi v?n: Challenge; Peso's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
<i>The First Hunter</i>,<i>The First Hunter</i>,C?n ti?ng Anh nghi v?n: First; Hunter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Fenrico the First,Fenrico the First,C?n ti?ng Anh nghi v?n: Fenrico; First | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Cruisewing,Echo Challenge: Cruisewing,C?n ti?ng Anh nghi v?n: Challenge; Cruisewing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the pattern,Complete the pattern,C?n ti?ng Anh nghi v?n: Complete; pattern | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the pattern,Complete the pattern,C?n ti?ng Anh nghi v?n: Complete; pattern | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Complete the pattern,Complete the pattern,C?n ti?ng Anh nghi v?n: Complete; pattern | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge: Flight,Challenge Echo: Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge - Flight,Challenge Echo - Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge - Flight,Challenge Echo - Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge - Flight,Challenge Echo - Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Echo Challenge - Flight,Challenge Echo - Flight Lượn,C?n ti?ng Anh nghi v?n: Challenge; Flight | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Attack Capitaneus from behind to immobilize it once {挑战2统计}/1,Attack Capitaneus từ phía sau để bất động nó 1 lần {挑战2统计}/1,C?n ti?ng Anh nghi v?n: Attack; Capitaneus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Attack Capitaneus from behind to immobilize it once {挑战2统计}/1,Attack Capitaneus từ phía sau để bất động nó 1 lần {挑战2统计}/1,C?n ti?ng Anh nghi v?n: Attack; Capitaneus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
If On a Rainy Night a Family,Nếu Một Night Rainy Gia Đình,C?n ti?ng Anh nghi v?n: Night; Rainy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
About the Persona,About the Persona,C?n ti?ng Anh nghi v?n: About; Persona | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
test/<i>CSC Case Files - Rover</i>,test/<i>Hồ Sơ CSC - Rover</i>,C?n ti?ng Anh nghi v?n: CSC; test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
To Do List,To Do List,C?n ti?ng Anh nghi v?n: List; To | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Peso's Challenge Note,Peso's Challenge Ghi chú,C?n ti?ng Anh nghi v?n: Challenge; Peso's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Not long ago,Not long ago,C?n ti?ng Anh nghi v?n: ago; Not | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Activate any Sonata Effect on 1 Resonator,Kích hoạt bất kỳ Sonata Effect nào trên 1 Resonator.,C?n ti?ng Anh nghi v?n: Effect; Sonata | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
"Complete Companion Story ""Starry is the Night""","Hoàn thành Companion Story ""Đêm Đầy Sao"".",C?n ti?ng Anh nghi v?n: Companion; Story | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Here I Am,Here I Am,C?n ti?ng Anh nghi v?n: Here; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Max STA & Recovery,Max STA & Recovery,C?n ti?ng Anh nghi v?n: Max; Recovery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Negative Status DMG,Negative Status DMG,C?n ti?ng Anh nghi v?n: Negative; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Concerto Effect: Unison,Concerto Effect: Unison,C?n ti?ng Anh nghi v?n: Effect; Unison | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Night Legend: Harbinger of Imperator,Huyền Thoại Night: Harbinger Của Imperator,C?n ti?ng Anh nghi v?n: Harbinger; Night | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Challenge: Swallow 'Em All,Challenge: Swallow 'Em Tất cả,C?n ti?ng Anh nghi v?n: Challenge; Swallow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Challenge: The Introverts,Challenge: The Introverts,C?n ti?ng Anh nghi v?n: Challenge; Introverts | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Night Fishing: Ferry with the Phantom,Night Fishing: Đi Phà Cùng Bóng Ma,C?n ti?ng Anh nghi v?n: Fishing; Night | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Night Fishing: In the Hall of the Abyss,Night Fishing: Trong Đại Sảnh Vực Sâu,C?n ti?ng Anh nghi v?n: Fishing; Night | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Co-op Mode,Co-op Mode,C?n ti?ng Anh nghi v?n: Mode; op | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
(Long Press) Skip,(Long Press) Skip,C?n ti?ng Anh nghi v?n: Press; Skip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Sort by Tuning Status,Sort theo Status Điều chỉnh,C?n ti?ng Anh nghi v?n: Sort; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Co-op Mode,Co-op Mode,C?n ti?ng Anh nghi v?n: Mode; op | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Resonator not unlocked,Resonator not unlocked,C?n ti?ng Anh nghi v?n: not; unlocked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
From the Beyond,From the Beyond,C?n ti?ng Anh nghi v?n: Beyond; From | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Goal 2: Attack Capitaneus from behind to immobilize it once,Mục tiêu 2: Attack Capitaneus từ phía sau để bất động nó một lần,C?n ti?ng Anh nghi v?n: Attack; Capitaneus | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
The False Sovereign,The False Sovereign,C?n ti?ng Anh nghi v?n: False; Sovereign | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Into the Deadlight,Into the Deadlight,C?n ti?ng Anh nghi v?n: Deadlight; Into | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Next Support Phase In,Next Hỗ Trợ Giai đoạn In,C?n ti?ng Anh nghi v?n: In; Next | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Into the Waves,Into the Waves,C?n ti?ng Anh nghi v?n: Into; Waves | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge I,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường I,C?n ti?ng Anh nghi v?n: Challenge; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge II,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường II,C?n ti?ng Anh nghi v?n: Challenge; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge III,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường III,C?n ti?ng Anh nghi v?n: Challenge; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge IV,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường IV,C?n ti?ng Anh nghi v?n: Challenge; IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge V,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường V,C?n ti?ng Anh nghi v?n: Challenge; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge VII,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường VII,C?n ti?ng Anh nghi v?n: Challenge; VII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge VIII,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường VIII,C?n ti?ng Anh nghi v?n: Challenge; VIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge IX,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường IX,C?n ti?ng Anh nghi v?n: Challenge; IX | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge X,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường X,C?n ti?ng Anh nghi v?n: Challenge; X | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge XI,Challenge Đua Xe Bộ Xây Dựng Tuyến Đường XI,C?n ti?ng Anh nghi v?n: Challenge; XI | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
Route Constructor Racing Challenge XII,Challenge Đua Xe Xây Dựng XII,C?n ti?ng Anh nghi v?n: Challenge; XII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 15.67
