priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
1,hp every,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelTowerLevel_2_LeveLDes,"Đấu trường Fleurdelys đã được tái cấu trúc!

<color=Highlight>[Shielded Crown]</color>: Khi HP của Fleurdelys lần đầu giảm xuống dưới <color=Highlight>20%</color>, cô sẽ nhận được <color=Highlight>Shield equal to 50% of her Max HP</color>.

<color=Highlight>[Realm]</color>: Đấu trường của Fleurdelys luôn biến đổi. Resonators nhận được hiệu ứng tương ứng khi đứng ở các vùng khác nhau. Khi ở <color=Highlight>Realm of Spear</color> tại trung tâm đấu trường, Resonators <color=Highlight>deal 30% more DMG to shielded enemies</color>. Khi ở <color=Highlight>Realm of Shield</color> bao trùm toàn đấu trường, Resonators <color=Highlight>gain a Shield equal to 10% of their Max HP every 5s</color>, không cộng dồn. Khi ở <color=Highlight>Realm of Resonance</color> di chuyển, tất cả Resonators trong đội","Reconstructed arena for Fleurdelys!

<color=Highlight>[Shielded Crown]</color>: When Fleurdelys's HP drops below <color=Highlight>20%</color> for the first time, she gains a <color=Highlight>Shield equal to 50% of her Max HP</color>.

<color=Highlight>[Realm]</color>: Fleurdelys's arena is always shifting. Resonators gain corresponding buffs when staying in different zones. While in <color=Highlight>Realm of Spear</color> in the center of the arena, Resonators <color=Highlight>deal 30% more DMG "
1,hp lost,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0025.json,RogueBuffPool_900170000730_BuffDesc,"<color=#ffd12f>[Dreamscape Power: Status]</color>
Khi ở trong [Lucid Dream], nhận hiệu ứng [Carnival]: tăng HP tối đa thêm 2000, và tăng Tấn Công (2.5)/Sát Thương (0.3%)/Crit. DMG (0.4%) <color=Highlight>every 200 HP lost</color>.","<color=#ffd12f>[Dreamscape Power: Status]</color>
When in [Lucid Dream], gain the [Carnival] effect: increase Max HP by 2000, and boost ATK (2.5)/DMG (0.3%)/Crit. DMG (0.4%) for <color=Highlight>every 200 HP lost</color>."
1,hp recovering,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,LevelPlay_317850024_QuestScheduleSubTitle_317_21,Tiêu diệt <color=Highlight>Hoochief Menace</color> để loại bỏ hiệu ứng <color=Highlight>HP recovering</color> của Feilian Beringal.,Defeat <color=Highlight>Hoochief Menace</color> to remove Feilian Beringal's <color=Highlight>HP recovering</color> effect.
1,huanglong and other,1,mistral_translate_work\split_by_prompt\json\system_text\lang_hot_patch\lang_hot_patch__system_text__part_0001.json,Source_Title_Land_1,Huanglong and other areas,Huanglong and other areas
1,huanglong female official,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0057.json,Entity_bfd158f02703928f732c3d52b65246490790fb4f001d88be15eb2e0f82518f6a,Huanglong Female Official,Huanglong Female Official
1,huanglong is a,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming.","Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming."
1,huanglong's economy has,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming.","Huanglong is a nation of thousands of years. Long history forged a special and traditional culture for this nation. Although the Lament fracture it's development, but its people are still fighting and trying their best to inherit whatever the nation remains.
In the Recovery Age. Huanglong's Tacetite Industry brought life again to this country. With the endless order for the Tacetite, Huanglong's economy has ever stopped booming."
1,huge scale in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Pioneer Association was founded after the Wuthering War by human community. Họ sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong.","Pioneer Association was founded after the Wuthering War by human community. They sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong."
1,human community,1,mistral_translate_work\split_by_prompt\json\name_title\lang_country\lang_country__name_title__part_0001.json,3,"Pioneer Association was founded after the Wuthering War by human community. Họ sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong.","Pioneer Association was founded after the Wuthering War by human community. They sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong."
1,hunt of ash,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0006.json,BattlePassTask_400_TaskName,"Hoàn thành 10 nhiệm vụ trong ""Hunt of Ash and Steel"" và nhận thưởng.","Complete 10 tasks in ""Hunt of Ash and Steel"" and claim the rewards."
1,hustlin' n' bangin,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,EVENT_SBGYWYCD_30_1,♪Hustlin' n' Bangin' we be in da rap game♪,♪Hustlin' n' Bangin' we be in da rap game♪
1,i abandon here,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_100353_Name,I Abandon Here My Happiness,I Abandon Here My Happiness
1,i am,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term120806_Desc,"Khi Nút Chuỗi Resonance <color=Highlight>I Remain Who I am, Eternal My Flame</color> được kích hoạt, <color=Highlight>Demon Hypostasis</color> sẽ trở thành <color=Highlight>Eternal Hypostasis</color>. <color=Highlight>Eternal Hypostasis</color> vẫn giữ lại mọi hiệu ứng của <color=Highlight>Demon Hypostasis</color>. Ngoài ra, trong thời gian <color=Highlight>Eternal Hypostasis</color> tồn tại, Hệ Số Sát Thương của <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Heavy Attack - Flamewing Verdict</color>, <color=Highlight>Mid-air Attack - Hellsent Barrage</color> và <color=Highlight>Dodge Counter - Purgatory Scourge</color> sẽ tăng thêm {0}.","When Resonance Chain Node <color=Highlight>I Remain Who I am, Eternal My Flame</color> is activated, <color=Highlight>Demon Hypostasis</color> becomes <color=Highlight>Eternal Hypostasis</color>. <color=Highlight>Eternal Hypostasis</color> retains all effects of <color=Highlight>Demon Hypostasis</color>. Additionally, while <color=Highlight>Eternal Hypostasis</color> lasts, the DMG Multipliers of <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Heavy Attack - Flamewin"
1,i believe in,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,MAIN_YGDX_33_5,"I believe in you,","I believe in you,"
1,i can use,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0122.json,MAIN_YHX_119_23,Điều đó có nghĩa là… <color=RedD>I can use it to go back. Quay lại to the very moment Aleph-1 descended!</color>,It means… <color=RedD>I can use it to go back. Back to the very moment Aleph-1 descended!</color>
1,i do remember,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0150.json,GNNPC_SJYD_2_11,"R-really? I do remember that I was a bit overenthusiastic, but I wasn't that annoying, right?:::Thật à? Tớ có hơi hăng quá chút thôi, chứ không đến nỗi phiền đấy chứ?","R-really? I do remember that I was a bit overenthusiastic, but I wasn't that annoying, right?"
1,i fold under,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0031.json,SMC_Sign_20,I fold under mild pressure,I fold under mild pressure
1,i remember,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_25_11,"Không, I remember…","No, I remember…"
1,i seem to,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0091.json,Side_BVBSTTZ_11_8,"R-right, could you have a round of Peaks of Prestige with me? I seem to get less nervous when dueling.:::Ừm, cậu có thể chơi một ván Peaks of Prestige với tớ không? Tớ thấy khi đấu thì không còn hồi hộp nữa.","R-right, could you have a round of Peaks of Prestige with me? I seem to get less nervous when dueling."
1,i think i,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0087.json,Event_SJXBZ_3_3,R-really?! Umm… I think I can get a feel of the cafe's location from you. Guess I'll go check it out.:::Thật à?! Ừm… tớ nghĩ tớ có thể hình dung ra vị trí quán cà phê từ lời cậu rồi. Chắc tớ sẽ đi xem thử.,R-really?! Umm… I think I can get a feel of the cafe's location from you. Guess I'll go check it out.
1,i thought that,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0116.json,Side_ZLBQDJB_2_10,"R-really? I thought that line was rather cool. I've been saving it, haha.:::Thật à? Tớ thấy câu đó ngầu lắm cơ. Tớ giữ nó từ lâu rồi, haha.","R-really? I thought that line was rather cool. I've been saving it, haha."
1,i will save,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0191.json,Event_TMDZJ_1_22,"<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>","<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>"
1,i won't deny,1,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text_1sthalf\lang_multi_text_1sthalf__lore__part_0001.json,Zuoyequnxing_48_4,"I won't deny it. Dù sao, trong tất cả các Miko của Flaming Sakura, chỉ có mày mới nhìn thấu được Suzu đó và thấy tương lai gắn kết rõ ràng với tên Threnodian ấy.","I won't deny it. After all, among all the Mikos of Flaming Sakura, only you can see through that Suzu and see a future so clearly entwined with the Threnodian's."
1,i'll call myself,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,BVBHD_5_21,(I'll call myself—),(I'll call myself—)
1,i'll catch,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Character_chun_18_3,I'll catch… then meet me…,I'll catch… then meet me…
1,i'll keep that,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0008.json,Huanglong_main_1_6_21_8,"Được rồi, anh không thích nói chuyện phiếm à. I'll keep that in mind. Dù sao anh cũng là mục tiêu nhiệm vụ của tôi mà.","Okay, so you're not up for small talk. I'll keep that in mind. You're my mission target, after all."
1,i'm glad,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0008.json,NPC_LHLSTHY_16_3,I'm glad. Bản nhạc của ta dường như có tác dụng xoa dịu. Nghĩ là sẽ giúp mọi người thư giãn sau buổi luyện tập.,I'm glad. My Forte seems to have a calming effect. Thought it might help everyone wind down after drills.
1,i'm really fine,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,XJXYSDJ_15_1,"Sensei, I'm really fine…","Sensei, I'm really fine…"
1,i'm so sleepy,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Heihaian_main_1_3_23_25,I… I'm so sleepy…,I… I'm so sleepy…
1,i'm so sorry,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0044.json,Side_CFYW_3_29,"Oh, I'm so sorry…","Oh, I'm so sorry…"
1,i'm sorry,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0008.json,EVENT_LGNDPW_8_5,I'm sorry... Chỉ tiêu doanh số vô lý không thể là cái cớ cho những bài báo tồi tệ của chúng ta.,I'm sorry... Unreasonable sales target shouldn't be our excuse for bad journalism.
