severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900081_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Approach; Knight's; memories,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_159900001_InteractContent_159_1,Approach the Knight's memories,Approach the Knight's memories
16.5,3,0.75,Heron; Points; Tactic,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_316700000_QuestScheduleSubTitle_316_3,Đánh bại Impermanence Heron (Tactic Points đề xuất: 300),Defeat Inpermanence Heron (Suggested Tactic Points: 300)
16.5,3,0.75,Drain; remaining; water,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_160000000_QuestScheduleMainTitle_160_74,Drain the remaining water,Drain the remaining water
16.5,3,0.75,Drain; remaining; water,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_160000000_QuestScheduleMainTitle_160_78,Drain the remaining water,Drain the remaining water
16.5,3,0.75,column; Lower; spiral,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_160000000_QuestScheduleSubTitle_160_11,Lower the spiral column,Lower the spiral column
16.5,3,0.75,Coming; of; Second,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_176800003_InteractContent_176_1,Kích hoạt Máy mô phỏng Second Coming of Solaris,Activate the Second Coming of Solaris Simulator
16.5,3,0.75,Coming; of; Second,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_176800004_InteractContent_176_3,Kích hoạt Máy mô phỏng Second Coming of Solaris,Activate the Second Coming of Solaris Simulator
16.5,3,0.75,Coming; of; Second,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_176800006_InteractContent_176_1,Kích hoạt Máy mô phỏng Second Coming of Solaris,Activate the Second Coming of Solaris Simulator
16.5,3,0.75,Coming; of; Second,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_176800010_InteractContent_176_1,Kích hoạt Máy mô phỏng Second Coming of Solaris,Activate the Second Coming of Solaris Simulator
16.5,3,0.75,Guards; of; Order,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_610700002_MonsterGroupName_147_1,Guards of the Order,Guards of the Order
16.5,3,0.75,begin; Cannnot; simulation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_200750010_trapDefensePlayerOperationConstraintPromptTxt_235_1,Cannnot begin simulation ở giai đoạn hiện tại,Cannnot begin simulation in current phase
16.5,3,0.75,Girl; Poster; Studying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_207850003_InteractContent_207_2,Girl Studying the Poster,Girl Studying the Poster
16.5,3,0.75,Girl; Poster; Studying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_207850007_InteractContent_207_2,Girl Studying the Poster,Girl Studying the Poster
16.5,3,0.75,Girl; Poster; Studying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_207850012_InteractContent_207_2,Girl Studying the Poster,Girl Studying the Poster
16.5,3,0.75,Girl; Poster; Studying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_207850013_InteractContent_207_2,Girl Studying the Poster,Girl Studying the Poster
16.5,3,0.75,Central; Explore; Park,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_456850034_LevelPlayName_456_2,Explore the Central Park,Explore the Central Park
16.5,3,0.75,cafe; decorate; Help,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_165000002_QuestScheduleMainTitle_165_2,Help decorate the cafe,Help decorate the cafe
16.5,3,0.75,banner's; Change; color,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_157850011_InteractContent_157_1,Change the banner's color,Change the banner's color
16.5,3,0.75,Castaway; II; Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_181850000_LevelPlayName_181_1,Nhiệm vụ hàng ngày Lahai-Roi Castaway II,Daily Lahai-Roi Castaway II
16.5,3,0.75,Castaway; III; Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_181850001_LevelPlayName_181_1,Nhiệm vụ hàng ngày Lahai-Roi Castaway III,Daily Lahai-Roi Castaway III
16.5,3,0.75,Castaway; IV; Lahai,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_181850002_LevelPlayName_181_1,Nhiệm vụ hàng ngày Lahai-Roi Castaway IV,Daily Lahai-Roi Castaway IV
16.5,3,0.75,Castaway; Lahai; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_181850003_LevelPlayName_181_1,Nhiệm vụ hàng ngày Lahai-Roi Castaway V,Daily Lahai-Roi Castaway V
16.5,3,0.75,Observe; pool; swimming,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_208750002_InteractContent_208_4,Observe the swimming pool,Observe the swimming pool
16.5,3,0.75,Currie; Instruct; Soliskin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_249850000_InteractContent_249_1,"Instruct the Soliskin ""Currie""","Instruct the Soliskin ""Currie"""
16.5,3,0.75,Currie; Instruct; Soliskin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_249850001_InteractContent_249_2,"Instruct the Soliskin ""Currie""","Instruct the Soliskin ""Currie"""
16.5,3,0.75,Currie; Instruct; Soliskin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_249850002_InteractContent_249_1,"Instruct the Soliskin ""Currie""","Instruct the Soliskin ""Currie"""
16.5,3,0.75,Lahai; Spot; Treasure,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_161850010_LevelPlayName_161_1,Treasure Spot: Lahai-Roi,Treasure Spot: Lahai-Roi
16.5,3,0.75,Crownless; Introduction; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,MonsterDisplay_1_Introduce,Introduction of the Crownless,Introduction of the Crownless
16.5,3,0.75,Field; Placeholder; Tortoise,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,OccupationConfig_乌龟无音区占用_Name,Tortoise Tacet Field Placeholder,Tortoise Tacet Field Placeholder
16.5,3,0.75,Field; Qichi; Village,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,OccupationConfig_祈池村无音区_Name,Qichi Village Tacet Field,Qichi Village Tacet Field
16.5,3,0.75,Field; Placeholder; Scaleman,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,OccupationConfig_鳞人无音区占用_Name,Scaleman Tacet Field Placeholder,Scaleman Tacet Field Placeholder
16.5,3,0.75,Establish; in; yourself,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,Reigns_700001_TargetText,Establish yourself in Septimont,Establish yourself in Septimont
16.5,3,0.75,of; Past; Shadow,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1422_Name,Shadow of the Past,Shadow of the Past
16.5,3,0.75,Acolyte; of; Order,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1480_Name,Acolyte of the Order,Acolyte of the Order
16.5,3,0.75,Dark; Tide's; Whispers,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_1623_Name,"The Dark Tide's ""Whispers""","The Dark Tide's ""Whispers"""
16.5,3,0.75,Hope; Lorelei; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_1646_Name,Echoes of Hope - Lorelei,Echoes of Hope - Lorelei
16.5,3,0.75,Departed; of; Voices,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_1660_Name,Voices of the Departed,Voices of the Departed
16.5,3,0.75,Girl; in; Study,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200027_Name,Girl in the Study,Girl in the Study
16.5,3,0.75,By; Kid; Water,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200043_Name,Kid By the Water,Kid By the Water
16.5,3,0.75,in; Kids; Park,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_200073_Name,Kids in the Park [Onlookers],Kids in the Park [Onlookers]
16.5,3,0.75,Lady; of; Sea,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_250036_Name,Lady of the Sea,Lady of the Sea
16.5,3,0.75,Aleph; Cosmos; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_250112_Name,Aleph-1 (Giọng nói of the Cosmos),Aleph-1 (Voice of the Cosmos)
16.5,3,0.75,Messages; on; Screen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_300012_Name,Messages on the Screen,Messages on the Screen
16.5,3,0.75,Development; Ministry; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_352_Name,Nhân Viên Khắt Khe thuộc Ministry of Development,Strict Staff from Ministry of Development
16.5,3,0.75,Acolyte; of; Order,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_50081_Name,Acolyte of the Order,Acolyte of the Order
16.5,3,0.75,Child; Knight; Playing,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0012.json,Speaker_50110_Name,Child Playing the Knight,Child Playing the Knight
16.5,3,0.75,on; Oracles; Tablet,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_50158_Name,Oracles on the Tablet,Oracles on the Tablet
16.5,3,0.75,Elegy; Fallen; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_50194_Name,Elegy of the Fallen,Elegy of the Fallen
16.5,3,0.75,Audience; Girl; in,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0013.json,Speaker_605_Name,Girl in the Audience,Girl in the Audience
16.5,3,0.75,Audience; Child; in,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0016.json,Speaker_734_Name,Child in the Audience,Child in the Audience
16.5,3,0.75,Messages; on; Screen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0016.json,Speaker_750011_Name,Messages on the Screen,Messages on the Screen
16.5,3,0.75,Ancient; of; One,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0016.json,Speaker_750320_Name,Giọng nói of the Ancient One,Voice of the Ancient One
16.5,3,0.75,Cave; in; Soliskin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_750466_Name,"""Soliskin in the Cave""","""Soliskin in the Cave"""
16.5,3,0.75,Guard; of; Rangers,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800020_Name,Guard of the Rangers,Guard of the Rangers
16.5,3,0.75,Dark; in; Narration,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800191_Name,Narration in the Dark [Giọng nói of Somnoire],Narration in the Dark [Voice of Somnoire]
16.5,3,0.75,Journey; of; Witness,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800225_Name,Witness of the Journey [Camera Operator],Witness of the Journey [Camera Operator]
16.5,3,0.75,Anthem; Anthology; Golden,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800242_Name,<i>The Golden Anthem Anthology</i>,<i>The Golden Anthem Anthology</i>
16.5,3,0.75,Galbrena; of; Past,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_800352_Name,"""Galbrena"" of the Past","""Galbrena"" of the Past"
16.5,3,0.75,Box; in; Person,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0018.json,Speaker_800446_Name,Person in the Box,Person in the Box
16.5,3,0.75,of; Past; Phantom,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850349_Name,Phantom of the Past,Phantom of the Past
16.5,3,0.75,Girl; Poster; Studying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850399_Name,Girl Studying the Poster,Girl Studying the Poster
16.5,3,0.75,Admiring; Man; Rocks,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850410_Name,Man Admiring the Rocks,Man Admiring the Rocks
16.5,3,0.75,Admiring; Flowers; Woman,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0019.json,Speaker_850411_Name,Woman Admiring the Flowers,Woman Admiring the Flowers
